SaleID,WatchID,Date,Quantity,Sale Price (USD),Revenue (USD),Region,Retailer Type,Customer Segment
279,8,2023-05-13,1,33914.74,33914.74,Europe,Boutique Store,Gift Purchase
1654,4,2023-05-14,1,48079.43,48079.43,Asia Pacific,Authorized Dealer,First-time Buyer
670,11,2023-05-15,1,911186.43,911186.43,Europe,Authorized Dealer,Collector
519,3,2023-05-15,1,12270.68,12270.68,North America,Boutique Store,Collector
177,6,2023-05-15,1,40898.44,40898.44,India,Authorized Dealer,First-time Buyer
355,3,2023-05-16,1,13438.84,13438.84,Asia Pacific,Boutique Store,Collector
1021,3,2023-05-17,1,13062.93,13062.93,Europe,Boutique Store,Collector
69,8,2023-05-17,1,37570.58,37570.58,Middle East,Boutique Store,Gift Purchase
738,3,2023-05-17,2,12700.84,25401.68,Asia Pacific,Authorized Dealer,Gift Purchase
833,8,2023-05-17,1,33360.74,33360.74,Asia Pacific,Authorized Dealer,Gift Purchase
95,1,2023-05-18,1,10076.08,10076.08,India,Authorized Dealer,First-time Buyer
152,3,2023-05-18,1,12876.89,12876.89,Europe,Boutique Store,Gift Purchase
788,3,2023-05-19,1,12289.06,12289.06,North America,Boutique Store,Gift Purchase
1201,1,2023-05-20,1,10083.09,10083.09,Europe,Boutique Store,Collector
1618,6,2023-05-20,1,37601.39,37601.39,Europe,Boutique Store,Collector
1421,4,2023-05-20,1,43815.18,43815.18,Asia Pacific,Authorized Dealer,Collector
1488,1,2023-05-21,1,10270.18,10270.18,Asia Pacific,Authorized Dealer,Investor
1207,5,2023-05-21,1,32383.87,32383.87,Europe,Authorized Dealer,Collector
1329,7,2023-05-21,1,26817.17,26817.17,Middle East,Boutique Store,First-time Buyer
746,2,2023-05-23,1,16112.71,16112.71,Middle East,Boutique Store,Collector
1220,3,2023-05-24,1,12387.2,12387.2,Europe,Auction House,First-time Buyer
1706,8,2023-05-24,1,33944.55,33944.55,Middle East,Boutique Store,Gift Purchase
718,2,2023-05-24,1,15153.35,15153.35,Europe,Boutique Store,First-time Buyer
598,5,2023-05-25,1,31891.26,31891.26,Asia Pacific,Authorized Dealer,First-time Buyer
602,4,2023-05-25,1,47974.4,47974.4,North America,Boutique Store,Collector
1799,5,2023-05-25,1,33062.18,33062.18,Europe,Online Exclusive,First-time Buyer
569,3,2023-05-25,1,12323.37,12323.37,North America,Boutique Store,Gift Purchase
1417,2,2023-05-26,1,15739.32,15739.32,North America,Online Exclusive,Gift Purchase
649,7,2023-05-27,1,29638.31,29638.31,Europe,Online Exclusive,First-time Buyer
770,1,2023-05-28,1,10673.73,10673.73,Asia Pacific,Auction House,First-time Buyer
773,1,2023-05-28,1,11223.57,11223.57,Asia Pacific,Authorized Dealer,First-time Buyer
814,1,2023-05-28,1,11306.9,11306.9,India,Authorized Dealer,Collector
461,8,2023-05-28,1,33642.98,33642.98,Middle East,Boutique Store,Collector
1620,1,2023-05-28,1,10825.22,10825.22,India,Boutique Store,Collector
1549,8,2023-05-29,1,37146.49,37146.49,Asia Pacific,Boutique Store,Collector
1262,8,2023-05-29,1,37252.82,37252.82,Middle East,Boutique Store,Gift Purchase
1139,1,2023-05-29,1,10033.73,10033.73,Europe,Online Exclusive,Collector
1116,5,2023-05-29,1,30616.74,30616.74,Asia Pacific,Authorized Dealer,Collector
308,5,2023-05-30,1,33247.06,33247.06,Europe,Auction House,First-time Buyer
119,5,2023-05-30,1,32360.12,32360.12,Asia Pacific,Boutique Store,First-time Buyer
999,7,2023-05-30,1,29877.17,29877.17,Asia Pacific,Online Exclusive,First-time Buyer
58,11,2023-05-31,1,1017216.08,1017216.08,North America,Authorized Dealer,First-time Buyer
307,6,2023-06-01,1,37852.02,37852.02,India,Authorized Dealer,Collector
1104,3,2023-06-01,1,13399.46,13399.46,India,Auction House,Collector
1305,8,2023-06-01,1,36162.22,36162.22,Asia Pacific,Boutique Store,Gift Purchase
822,1,2023-06-02,1,11001.34,11001.34,North America,Authorized Dealer,Collector
1392,3,2023-06-02,1,13417.28,13417.28,Europe,Boutique Store,Collector
1590,9,2023-06-03,1,236880.33,236880.33,North America,Authorized Dealer,First-time Buyer
544,1,2023-06-04,1,10593.27,10593.27,India,Boutique Store,Investor
1290,5,2023-06-05,1,30714.95,30714.95,North America,Authorized Dealer,Investor
751,8,2023-06-05,1,37323.36,37323.36,India,Boutique Store,First-time Buyer
1466,6,2023-06-05,1,37312.66,37312.66,Middle East,Authorized Dealer,Collector
1401,8,2023-06-05,1,34755.39,34755.39,Asia Pacific,Authorized Dealer,Collector
1203,5,2023-06-07,1,34259.89,34259.89,India,Authorized Dealer,Gift Purchase
606,3,2023-06-07,1,13058.45,13058.45,Europe,Online Exclusive,Gift Purchase
347,1,2023-06-07,1,11271.47,11271.47,Europe,Boutique Store,First-time Buyer
1729,8,2023-06-07,2,34262.62,68525.24,Europe,Authorized Dealer,Gift Purchase
226,2,2023-06-08,1,14974.22,14974.22,Europe,Boutique Store,Collector
89,7,2023-06-09,2,28075.77,56151.54,North America,Authorized Dealer,Investor
314,5,2023-06-10,1,32860.79,32860.79,Europe,Boutique Store,Investor
512,2,2023-06-10,1,15938.23,15938.23,Asia Pacific,Authorized Dealer,First-time Buyer
283,2,2023-06-10,1,15047.48,15047.48,Asia Pacific,Auction House,First-time Buyer
566,11,2023-06-10,1,951355.81,951355.81,North America,Authorized Dealer,Investor
145,9,2023-06-11,1,211909.3,211909.3,Europe,Auction House,Collector
568,7,2023-06-12,1,27513.16,27513.16,India,Boutique Store,Investor
429,1,2023-06-13,1,11103.59,11103.59,India,Authorized Dealer,First-time Buyer
1574,5,2023-06-13,2,30823.45,61646.9,Asia Pacific,Authorized Dealer,Collector
1408,2,2023-06-14,1,15589.8,15589.8,Europe,Boutique Store,Collector
789,3,2023-06-14,1,13159.02,13159.02,Middle East,Auction House,Investor
408,1,2023-06-16,1,11054.23,11054.23,North America,Boutique Store,Collector
921,1,2023-06-17,1,10730.36,10730.36,North America,Authorized Dealer,First-time Buyer
1686,3,2023-06-17,1,12958.72,12958.72,Asia Pacific,Boutique Store,Investor
1422,7,2023-06-17,1,26870.66,26870.66,North America,Authorized Dealer,First-time Buyer
352,1,2023-06-18,1,11036.97,11036.97,Europe,Boutique Store,Gift Purchase
245,9,2023-06-18,1,209473.9,209473.9,Middle East,Online Exclusive,Collector
912,7,2023-06-19,1,29260.02,29260.02,Europe,Boutique Store,Investor
1121,5,2023-06-20,1,33223.49,33223.49,Europe,Boutique Store,Collector
1453,3,2023-06-20,1,12131.77,12131.77,India,Boutique Store,Investor
114,2,2023-06-21,1,15802.03,15802.03,Asia Pacific,Online Exclusive,Gift Purchase
113,11,2023-06-21,1,963617.84,963617.84,North America,Authorized Dealer,Gift Purchase
1507,6,2023-06-22,1,40935.26,40935.26,Europe,Boutique Store,Collector
439,8,2023-06-22,1,35077.13,35077.13,North America,Authorized Dealer,Collector
1762,8,2023-06-22,1,37717.41,37717.41,Asia Pacific,Boutique Store,Gift Purchase
600,3,2023-06-23,1,12449.61,12449.61,India,Boutique Store,Collector
476,1,2023-06-23,1,10078.5,10078.5,India,Boutique Store,Investor
140,2,2023-06-23,1,15501.52,15501.52,India,Auction House,Gift Purchase
1239,4,2023-06-24,1,46474.38,46474.38,Europe,Auction House,Gift Purchase
234,3,2023-06-24,1,12218.42,12218.42,Asia Pacific,Authorized Dealer,Gift Purchase
578,7,2023-06-24,1,27369.76,27369.76,North America,Boutique Store,Investor
453,7,2023-06-24,1,29111.68,29111.68,Asia Pacific,Online Exclusive,Collector
1074,5,2023-06-25,2,32829.74,65659.48,North America,Authorized Dealer,Collector
1133,7,2023-06-25,1,29825.44,29825.44,India,Boutique Store,Collector
147,7,2023-06-26,1,26776.02,26776.02,North America,Online Exclusive,Collector
1724,1,2023-06-27,1,10683.64,10683.64,Asia Pacific,Authorized Dealer,First-time Buyer
564,8,2023-06-27,1,36121.51,36121.51,India,Authorized Dealer,Gift Purchase
1722,4,2023-06-28,1,43157.18,43157.18,Middle East,Online Exclusive,Investor
525,4,2023-06-28,1,44510.22,44510.22,North America,Boutique Store,Collector
438,3,2023-06-29,1,13074.81,13074.81,Europe,Boutique Store,First-time Buyer
1384,6,2023-06-30,1,39344.72,39344.72,India,Boutique Store,Gift Purchase
538,1,2023-07-01,1,10005.57,10005.57,Europe,Boutique Store,First-time Buyer
138,7,2023-07-01,1,28864.17,28864.17,Asia Pacific,Boutique Store,Investor
1256,6,2023-07-02,1,39821.33,39821.33,North America,Boutique Store,Gift Purchase
149,7,2023-07-02,1,27603.28,27603.28,Asia Pacific,Boutique Store,First-time Buyer
1358,2,2023-07-02,1,15471.61,15471.61,Middle East,Boutique Store,Collector
1240,2,2023-07-02,1,15660.93,15660.93,North America,Online Exclusive,First-time Buyer
514,5,2023-07-03,1,31165.5,31165.5,Middle East,Boutique Store,First-time Buyer
1438,3,2023-07-03,1,13258.41,13258.41,Europe,Boutique Store,Investor
1743,7,2023-07-03,1,29334.31,29334.31,India,Boutique Store,First-time Buyer
917,2,2023-07-03,1,15004.67,15004.67,North America,Online Exclusive,Collector
1004,2,2023-07-03,1,14388.11,14388.11,Middle East,Boutique Store,Collector
991,9,2023-07-04,1,218297.8,218297.8,Asia Pacific,Online Exclusive,First-time Buyer
1306,2,2023-07-05,1,15538.86,15538.86,Europe,Boutique Store,Collector
935,7,2023-07-05,1,28738.67,28738.67,North America,Auction House,Collector
1656,1,2023-07-05,1,10925.31,10925.31,North America,Auction House,Collector
1304,2,2023-07-05,1,16158.95,16158.95,North America,Boutique Store,Collector
901,2,2023-07-06,1,15208.18,15208.18,India,Authorized Dealer,Collector
594,5,2023-07-06,1,34509.58,34509.58,North America,Authorized Dealer,Collector
1472,7,2023-07-06,1,27049.77,27049.77,Middle East,Authorized Dealer,First-time Buyer
1119,6,2023-07-06,1,38228.52,38228.52,Asia Pacific,Authorized Dealer,First-time Buyer
1510,7,2023-07-07,1,28850.3,28850.3,North America,Online Exclusive,Collector
1562,10,2023-07-08,1,244298.73,244298.73,North America,Online Exclusive,First-time Buyer
1161,9,2023-07-09,1,223637.47,223637.47,North America,Online Exclusive,Investor
1330,2,2023-07-09,1,15348.39,15348.39,Middle East,Auction House,Collector
1311,4,2023-07-09,1,46936.57,46936.57,Asia Pacific,Authorized Dealer,First-time Buyer
4,7,2023-07-09,2,27438.3,54876.6,Middle East,Auction House,Collector
1780,1,2023-07-10,1,10596.21,10596.21,North America,Authorized Dealer,Investor
629,7,2023-07-11,1,28295.66,28295.66,Asia Pacific,Auction House,Collector
1777,9,2023-07-11,1,223499.49,223499.49,Europe,Authorized Dealer,First-time Buyer
403,3,2023-07-11,1,12892.61,12892.61,Middle East,Boutique Store,Investor
1395,3,2023-07-11,1,12043.7,12043.7,Europe,Boutique Store,Collector
1531,1,2023-07-11,1,10329.91,10329.91,India,Boutique Store,Investor
478,1,2023-07-12,1,11311.06,11311.06,Asia Pacific,Boutique Store,First-time Buyer
1319,3,2023-07-12,1,11956.92,11956.92,Asia Pacific,Boutique Store,Investor
1675,1,2023-07-13,1,11286.51,11286.51,North America,Boutique Store,Collector
882,3,2023-07-15,1,12037.94,12037.94,Europe,Online Exclusive,Gift Purchase
1416,5,2023-07-15,1,31039.64,31039.64,Asia Pacific,Boutique Store,Collector
1652,1,2023-07-15,1,10812.99,10812.99,North America,Boutique Store,Collector
1008,7,2023-07-15,1,27082.48,27082.48,Europe,Authorized Dealer,Collector
1295,10,2023-07-15,1,261790.57,261790.57,Asia Pacific,Authorized Dealer,Gift Purchase
44,6,2023-07-15,1,40456.15,40456.15,Europe,Boutique Store,Investor
807,1,2023-07-15,1,10213.46,10213.46,North America,Online Exclusive,Collector
1206,3,2023-07-16,1,12205.57,12205.57,Europe,Auction House,First-time Buyer
1726,7,2023-07-16,1,30159.7,30159.7,Asia Pacific,Boutique Store,First-time Buyer
1120,7,2023-07-16,1,27850.32,27850.32,Asia Pacific,Boutique Store,Investor
1287,3,2023-07-16,1,13025.77,13025.77,North America,Boutique Store,Investor
199,8,2023-07-17,1,37784.3,37784.3,North America,Online Exclusive,Gift Purchase
1498,4,2023-07-18,1,46140.86,46140.86,North America,Boutique Store,First-time Buyer
1327,2,2023-07-20,1,15946.01,15946.01,Asia Pacific,Online Exclusive,First-time Buyer
1479,2,2023-07-20,1,15100.32,15100.32,India,Authorized Dealer,Collector
517,3,2023-07-20,1,13109.33,13109.33,North America,Boutique Store,First-time Buyer
1482,1,2023-07-20,1,10102.92,10102.92,Europe,Auction House,Investor
1741,5,2023-07-20,1,31474.16,31474.16,Asia Pacific,Authorized Dealer,Gift Purchase
1111,4,2023-07-21,1,44418.55,44418.55,Asia Pacific,Online Exclusive,Collector
337,8,2023-07-21,1,35276.18,35276.18,North America,Online Exclusive,First-time Buyer
322,2,2023-07-22,1,16043.97,16043.97,India,Auction House,Gift Purchase
526,9,2023-07-22,1,231747.2,231747.2,Middle East,Online Exclusive,First-time Buyer
1503,7,2023-07-22,1,29428.52,29428.52,India,Online Exclusive,Collector
648,4,2023-07-23,1,44004.53,44004.53,North America,Auction House,Gift Purchase
820,1,2023-07-23,1,10631.01,10631.01,India,Authorized Dealer,First-time Buyer
644,7,2023-07-23,1,27142.46,27142.46,India,Auction House,Gift Purchase
887,3,2023-07-23,1,13260.42,13260.42,North America,Boutique Store,Collector
1018,3,2023-07-23,1,12529.05,12529.05,North America,Auction House,Collector
348,1,2023-07-23,1,10117.71,10117.71,Asia Pacific,Boutique Store,Investor
1710,6,2023-07-23,1,38638.83,38638.83,North America,Authorized Dealer,Gift Purchase
295,5,2023-07-24,1,31128.47,31128.47,Middle East,Boutique Store,First-time Buyer
1178,2,2023-07-24,1,15689.31,15689.31,North America,Online Exclusive,Collector
1450,1,2023-07-25,1,10194.85,10194.85,Europe,Online Exclusive,First-time Buyer
1360,3,2023-07-27,1,13016.38,13016.38,Asia Pacific,Auction House,First-time Buyer
1557,9,2023-07-27,1,219672.08,219672.08,Asia Pacific,Online Exclusive,Collector
1170,8,2023-07-28,1,37224.96,37224.96,India,Authorized Dealer,First-time Buyer
1679,7,2023-07-28,1,28440.86,28440.86,Asia Pacific,Boutique Store,Investor
737,2,2023-07-28,1,14856.66,14856.66,North America,Boutique Store,Collector
623,6,2023-07-29,1,37022.89,37022.89,Europe,Online Exclusive,First-time Buyer
829,2,2023-07-29,1,14834.99,14834.99,Middle East,Authorized Dealer,First-time Buyer
125,2,2023-07-29,1,15686.67,15686.67,Middle East,Boutique Store,Collector
1633,6,2023-07-29,1,38180.22,38180.22,North America,Boutique Store,Investor
1784,8,2023-07-29,1,33779.34,33779.34,Middle East,Authorized Dealer,Investor
129,1,2023-07-29,1,10383.66,10383.66,Asia Pacific,Authorized Dealer,Investor
1535,7,2023-07-30,2,29516.05,59032.1,North America,Boutique Store,First-time Buyer
1568,11,2023-07-30,1,960367.75,960367.75,Asia Pacific,Boutique Store,Investor
1105,1,2023-07-30,1,11178.54,11178.54,North America,Boutique Store,Gift Purchase
280,2,2023-07-30,1,16101.06,16101.06,India,Boutique Store,First-time Buyer
328,8,2023-07-30,1,33321.16,33321.16,North America,Boutique Store,Investor
1383,11,2023-07-30,1,995283.12,995283.12,Asia Pacific,Authorized Dealer,Gift Purchase
1271,8,2023-07-31,1,33336.58,33336.58,Europe,Boutique Store,Collector
939,6,2023-08-01,2,37231.59,74463.18,India,Boutique Store,Gift Purchase
975,7,2023-08-01,1,29951.5,29951.5,Middle East,Authorized Dealer,Investor
1768,2,2023-08-01,1,14775.01,14775.01,Asia Pacific,Authorized Dealer,Collector
52,1,2023-08-02,1,10443.02,10443.02,India,Authorized Dealer,Investor
766,1,2023-08-02,1,10982.53,10982.53,North America,Boutique Store,Collector
1471,3,2023-08-02,1,13189.32,13189.32,North America,Auction House,Collector
416,1,2023-08-02,1,11204.27,11204.27,Europe,Online Exclusive,First-time Buyer
1244,1,2023-08-03,1,10724.24,10724.24,Europe,Boutique Store,Collector
986,3,2023-08-04,1,13040.11,13040.11,Europe,Boutique Store,First-time Buyer
363,10,2023-08-04,1,254987.8,254987.8,North America,Online Exclusive,Investor
1717,3,2023-08-05,1,12293.38,12293.38,Middle East,Online Exclusive,Collector
305,5,2023-08-05,1,34428.77,34428.77,Europe,Boutique Store,First-time Buyer
1443,2,2023-08-05,1,14831.03,14831.03,Asia Pacific,Authorized Dealer,First-time Buyer
827,1,2023-08-06,2,10731.67,21463.34,India,Boutique Store,Collector
1176,5,2023-08-06,1,31589.62,31589.62,North America,Boutique Store,Investor
99,2,2023-08-06,1,16168.9,16168.9,Europe,Boutique Store,Collector
160,2,2023-08-08,1,15745.32,15745.32,Asia Pacific,Authorized Dealer,Gift Purchase
1732,2,2023-08-09,1,14868.5,14868.5,Europe,Boutique Store,Gift Purchase
907,5,2023-08-10,1,32714.45,32714.45,Middle East,Authorized Dealer,Investor
1400,7,2023-08-10,1,30101.65,30101.65,North America,Authorized Dealer,Investor
813,4,2023-08-10,1,42777.95,42777.95,Middle East,Boutique Store,First-time Buyer
258,8,2023-08-11,1,34537.9,34537.9,India,Boutique Store,First-time Buyer
556,5,2023-08-11,1,32742.14,32742.14,Europe,Online Exclusive,First-time Buyer
949,5,2023-08-12,1,32193.04,32193.04,Asia Pacific,Boutique Store,Collector
61,7,2023-08-12,1,28572.74,28572.74,Europe,Authorized Dealer,Gift Purchase
1596,3,2023-08-12,1,13411.73,13411.73,North America,Boutique Store,First-time Buyer
1348,8,2023-08-13,1,34660.85,34660.85,North America,Online Exclusive,Gift Purchase
381,2,2023-08-13,1,15547.48,15547.48,India,Authorized Dealer,First-time Buyer
321,11,2023-08-13,1,979372.94,979372.94,Middle East,Online Exclusive,Gift Purchase
1778,10,2023-08-13,1,244859.79,244859.79,India,Boutique Store,Collector
1458,8,2023-08-13,1,34737.72,34737.72,Asia Pacific,Boutique Store,Collector
275,7,2023-08-14,1,28846.75,28846.75,Asia Pacific,Online Exclusive,First-time Buyer
123,2,2023-08-14,2,16073.48,32146.96,Europe,Boutique Store,Collector
122,2,2023-08-14,1,15458.63,15458.63,Middle East,Boutique Store,Collector
1213,3,2023-08-14,1,12925.92,12925.92,Asia Pacific,Boutique Store,First-time Buyer
969,8,2023-08-15,1,33267.19,33267.19,Europe,Authorized Dealer,First-time Buyer
1435,8,2023-08-15,1,35128.29,35128.29,North America,Auction House,Collector
704,1,2023-08-15,1,10428.89,10428.89,Asia Pacific,Online Exclusive,First-time Buyer
1211,2,2023-08-15,1,15315.98,15315.98,Europe,Auction House,Investor
641,8,2023-08-16,1,36698.45,36698.45,Europe,Online Exclusive,First-time Buyer
1067,5,2023-08-16,1,33910.42,33910.42,Middle East,Authorized Dealer,Collector
1520,8,2023-08-16,1,35546.84,35546.84,North America,Boutique Store,First-time Buyer
1110,2,2023-08-17,1,15562.87,15562.87,Europe,Authorized Dealer,Collector
1364,1,2023-08-18,1,10144.91,10144.91,Middle East,Boutique Store,Collector
555,7,2023-08-18,1,28589.62,28589.62,India,Auction House,First-time Buyer
419,2,2023-08-18,1,15181.54,15181.54,India,Authorized Dealer,Collector
679,2,2023-08-18,1,15409.62,15409.62,Europe,Online Exclusive,First-time Buyer
1627,6,2023-08-18,2,36837.99,73675.98,Europe,Boutique Store,Collector
725,2,2023-08-19,1,15539.77,15539.77,Europe,Auction House,Collector
198,2,2023-08-19,1,15560.9,15560.9,North America,Authorized Dealer,Collector
1532,4,2023-08-19,1,43088.15,43088.15,Asia Pacific,Boutique Store,Investor
1123,1,2023-08-19,1,10128.61,10128.61,North America,Boutique Store,Collector
20,1,2023-08-19,1,10688.34,10688.34,Europe,Boutique Store,First-time Buyer
318,4,2023-08-19,1,48139.23,48139.23,North America,Auction House,Investor
1338,4,2023-08-20,1,43050.97,43050.97,Europe,Boutique Store,Investor
1237,4,2023-08-20,1,48475.45,48475.45,North America,Authorized Dealer,First-time Buyer
1608,1,2023-08-20,1,11215.1,11215.1,Asia Pacific,Boutique Store,Investor
1109,2,2023-08-21,1,15039.85,15039.85,Asia Pacific,Authorized Dealer,First-time Buyer
1272,10,2023-08-21,1,249764.98,249764.98,North America,Online Exclusive,Gift Purchase
1204,5,2023-08-22,1,31148.73,31148.73,Europe,Online Exclusive,Investor
1406,7,2023-08-22,1,27904.19,27904.19,Europe,Boutique Store,Gift Purchase
448,7,2023-08-22,1,29857.12,29857.12,Asia Pacific,Online Exclusive,Investor
369,2,2023-08-22,1,14875.63,14875.63,Europe,Boutique Store,Collector
1767,4,2023-08-23,1,47252.33,47252.33,Asia Pacific,Auction House,Collector
1738,4,2023-08-23,1,45924.17,45924.17,Middle East,Authorized Dealer,Investor
942,11,2023-08-23,1,943582.48,943582.48,India,Boutique Store,Gift Purchase
1322,1,2023-08-23,1,11017.77,11017.77,North America,Boutique Store,Collector
100,7,2023-08-23,1,28854.02,28854.02,Europe,Authorized Dealer,Gift Purchase
365,3,2023-08-24,1,12208.1,12208.1,Europe,Boutique Store,First-time Buyer
156,1,2023-08-24,1,10547.91,10547.91,North America,Boutique Store,Investor
642,4,2023-08-24,1,46180.07,46180.07,Europe,Authorized Dealer,First-time Buyer
63,3,2023-08-24,1,12442.71,12442.71,Middle East,Online Exclusive,Gift Purchase
1683,6,2023-08-24,1,38463.87,38463.87,India,Authorized Dealer,Gift Purchase
1470,1,2023-08-24,1,10542.34,10542.34,Europe,Boutique Store,Gift Purchase
107,5,2023-08-24,1,30948.72,30948.72,Asia Pacific,Boutique Store,First-time Buyer
304,5,2023-08-26,1,31762.82,31762.82,Middle East,Auction House,Collector
380,7,2023-08-26,1,27258.5,27258.5,North America,Authorized Dealer,Collector
1337,5,2023-08-27,2,33876.96,67753.92,Europe,Authorized Dealer,Collector
1225,2,2023-08-27,1,14351.97,14351.97,Asia Pacific,Boutique Store,Gift Purchase
1508,3,2023-08-28,1,12341.61,12341.61,North America,Boutique Store,Gift Purchase
1787,5,2023-08-29,1,31205.72,31205.72,Europe,Authorized Dealer,Collector
135,8,2023-08-29,1,36279.96,36279.96,Asia Pacific,Boutique Store,Collector
779,7,2023-08-29,1,29721.06,29721.06,Europe,Boutique Store,Gift Purchase
1112,5,2023-08-29,1,33560.63,33560.63,Europe,Authorized Dealer,First-time Buyer
548,4,2023-08-29,1,47543.76,47543.76,Europe,Boutique Store,Investor
1285,7,2023-08-29,1,27368.6,27368.6,India,Boutique Store,First-time Buyer
1541,7,2023-08-29,1,26790.2,26790.2,Middle East,Boutique Store,First-time Buyer
867,2,2023-08-29,1,14586.06,14586.06,North America,Auction House,Investor
1266,8,2023-08-30,1,35313.71,35313.71,Asia Pacific,Authorized Dealer,First-time Buyer
1234,8,2023-08-30,1,35647.83,35647.83,Asia Pacific,Boutique Store,Collector
1513,9,2023-08-30,1,223390.94,223390.94,India,Boutique Store,Gift Purchase
296,3,2023-08-30,1,12071.45,12071.45,India,Boutique Store,First-time Buyer
1588,8,2023-08-30,1,37782.11,37782.11,Europe,Authorized Dealer,Investor
34,7,2023-08-30,1,27284.43,27284.43,Europe,Boutique Store,First-time Buyer
1265,1,2023-08-31,1,10594.13,10594.13,Europe,Boutique Store,Collector
1142,2,2023-08-31,1,16164.24,16164.24,North America,Online Exclusive,First-time Buyer
988,1,2023-08-31,1,10577.26,10577.26,Asia Pacific,Authorized Dealer,Collector
1127,8,2023-08-31,1,34491.67,34491.67,North America,Authorized Dealer,Collector
1351,5,2023-08-31,1,31493.46,31493.46,India,Boutique Store,Collector
1118,6,2023-08-31,1,39060.88,39060.88,India,Boutique Store,First-time Buyer
1733,3,2023-08-31,1,13396.23,13396.23,Middle East,Authorized Dealer,First-time Buyer
1439,4,2023-09-01,1,43667.25,43667.25,North America,Auction House,First-time Buyer
1017,3,2023-09-02,1,12827.65,12827.65,India,Boutique Store,Collector
1708,7,2023-09-03,1,29588.9,29588.9,Europe,Boutique Store,Collector
896,2,2023-09-03,1,14636.87,14636.87,North America,Boutique Store,Collector
231,5,2023-09-03,1,31423.38,31423.38,Middle East,Boutique Store,Investor
1010,4,2023-09-04,1,43274.48,43274.48,India,Authorized Dealer,Gift Purchase
17,7,2023-09-05,1,28468.78,28468.78,North America,Boutique Store,Gift Purchase
481,2,2023-09-05,1,14728.65,14728.65,India,Authorized Dealer,Collector
284,2,2023-09-05,1,15945.99,15945.99,Asia Pacific,Auction House,First-time Buyer
359,7,2023-09-05,1,29014.02,29014.02,Asia Pacific,Authorized Dealer,Collector
1747,3,2023-09-06,1,12009.4,12009.4,North America,Boutique Store,Investor
1763,7,2023-09-06,1,29496.12,29496.12,Middle East,Boutique Store,Collector
1028,5,2023-09-07,1,32456.16,32456.16,Europe,Authorized Dealer,First-time Buyer
589,1,2023-09-07,1,10048.7,10048.7,North America,Online Exclusive,Investor
3,1,2023-09-08,1,10922.35,10922.35,Europe,Auction House,Collector
1202,3,2023-09-08,1,12235.21,12235.21,Middle East,Authorized Dealer,Collector
74,7,2023-09-09,1,30094.93,30094.93,India,Boutique Store,Collector
218,1,2023-09-10,1,11141.07,11141.07,Europe,Authorized Dealer,Gift Purchase
1288,5,2023-09-10,1,32800.15,32800.15,Middle East,Authorized Dealer,Collector
1483,4,2023-09-11,1,44824.72,44824.72,Asia Pacific,Boutique Store,Investor
1158,2,2023-09-12,1,15044.61,15044.61,Asia Pacific,Boutique Store,Collector
1089,3,2023-09-12,1,12054.42,12054.42,Asia Pacific,Auction House,Collector
1073,6,2023-09-13,1,36729.12,36729.12,North America,Boutique Store,Collector
1129,5,2023-09-13,1,30779.9,30779.9,North America,Auction House,Investor
1346,3,2023-09-13,1,11897.87,11897.87,Middle East,Authorized Dealer,Collector
630,3,2023-09-13,1,12044.35,12044.35,North America,Authorized Dealer,Collector
735,7,2023-09-13,1,29640.76,29640.76,Europe,Boutique Store,Gift Purchase
441,9,2023-09-15,1,230210.29,230210.29,North America,Boutique Store,First-time Buyer
1605,3,2023-09-16,1,13252.2,13252.2,North America,Boutique Store,Collector
76,6,2023-09-16,1,40154.09,40154.09,North America,Authorized Dealer,Gift Purchase
756,3,2023-09-16,1,12614.88,12614.88,North America,Boutique Store,First-time Buyer
1301,8,2023-09-16,1,36202.54,36202.54,Europe,Authorized Dealer,Investor
1273,3,2023-09-17,1,13252.0,13252.0,Asia Pacific,Authorized Dealer,Collector
1039,2,2023-09-17,1,14529.66,14529.66,North America,Boutique Store,First-time Buyer
1181,3,2023-09-17,1,13220.87,13220.87,North America,Auction House,Collector
1629,7,2023-09-17,1,27395.16,27395.16,Middle East,Authorized Dealer,First-time Buyer
1334,1,2023-09-17,1,10736.92,10736.92,Europe,Boutique Store,Collector
981,1,2023-09-18,1,10731.78,10731.78,India,Online Exclusive,First-time Buyer
1082,3,2023-09-18,1,12507.76,12507.76,Middle East,Authorized Dealer,Collector
1020,2,2023-09-18,1,16192.93,16192.93,North America,Boutique Store,Collector
1626,4,2023-09-18,1,47933.89,47933.89,Europe,Authorized Dealer,Collector
966,3,2023-09-18,1,12020.48,12020.48,Europe,Auction House,Collector
608,7,2023-09-18,1,27078.88,27078.88,Asia Pacific,Authorized Dealer,Collector
127,7,2023-09-19,1,27463.48,27463.48,Europe,Online Exclusive,First-time Buyer
1093,2,2023-09-19,1,15164.6,15164.6,Europe,Boutique Store,First-time Buyer
1666,8,2023-09-19,1,36951.92,36951.92,India,Boutique Store,Investor
1426,7,2023-09-20,1,27403.95,27403.95,Asia Pacific,Online Exclusive,Gift Purchase
553,1,2023-09-20,1,10541.85,10541.85,North America,Authorized Dealer,Gift Purchase
691,10,2023-09-21,1,254522.34,254522.34,Europe,Online Exclusive,First-time Buyer
1049,3,2023-09-21,1,12047.78,12047.78,North America,Auction House,Collector
1059,10,2023-09-21,1,255591.48,255591.48,Europe,Boutique Store,Collector
